fullVisitorId,channelGrouping,weekend_prop,hour,sessionId,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,totals.hits,totals.pageviews,bounce_prop,trafficSource.medium
582615830345755974,Organic Search,0.0,0.0,1,Chrome,desktop,0.0,Linux,37.0,30.0,0.0,organic
582674888457699636,Referral,0.5,18.5,2,Chrome,desktop,0.0,Macintosh,43.5,29.5,0.0,referral
583165761373207455,Organic Search,0.3333333333333333,22.0,3,Chrome,desktop,0.0,Macintosh,12.0,7.0,0.0,organic
584233587428145418,Referral,0.0,22.5,2,Chrome,desktop,0.0,Macintosh,8.5,7.0,0.5,referral
586022395219552336,Referral,0.6666666666666666,15.0,3,Chrome,desktop,0.0,Macintosh,53.0,38.0,0.0,referral
587123899418457189,Referral,0.0,16.5,2,Chrome,desktop,0.0,Macintosh,29.0,25.5,0.0,referral
587844728135319683,Referral,0.0,18.0,3,Chrome,desktop,0.0,Linux,11.0,11.0,0.0,referral
587886297354228717,Organic Search,0.0,15.0,1,Chrome,desktop,0.0,Windows,54.0,43.0,0.0,organic
588920124789640640,Referral,1.0,1.0,1,Chrome,desktop,0.0,Macintosh,14.0,14.0,0.0,referral
589243891238071459,Organic Search,0.0,3.5,2,Chrome,desktop,0.0,Windows,42.0,34.0,0.0,organic
589822830087218823,Direct,0.0,22.0,1,Chrome,desktop,0.0,Windows,16.0,15.0,0.0,(none)
589967396396729491,Direct,0.09523809523809523,16.0,21,Chrome,desktop,0.0,Macintosh,6.0,6.0,0.047619047619047616,(none)
590094729131157044,Direct,1.0,2.0,1,Safari,mobile,1.0,iOS,31.0,21.0,0.0,(none)
591513434559245487,Organic Search,0.0,16.0,1,Chrome,desktop,0.0,Windows,15.0,13.0,0.0,organic
591773013265200816,Organic Search,0.0,22.0,2,Edge,desktop,0.0,Windows,11.0,8.5,0.0,organic
591820689738311862,Organic Search,0.25,20.5,4,Chrome,desktop,0.0,Macintosh,34.5,23.5,0.0,organic
592466522618439413,Organic Search,0.0,3.5,2,Safari,mobile,1.0,iOS,15.0,13.5,0.0,organic
593564601992081966,Organic Search,0.0,14.5,2,Chrome,desktop,0.0,Windows,15.0,12.0,0.0,organic
594022882962204579,Organic Search,0.75,19.5,4,Chrome,mobile,1.0,Android,4.0,4.0,0.25,organic
594032029140324639,Referral,0.4,15.0,5,Chrome,desktop,0.0,Macintosh,13.0,12.0,0.0,referral
594511863093043281,Referral,1.0,4.0,1,Chrome,desktop,0.0,Macintosh,39.0,28.0,0.0,referral
594563238977976970,Organic Search,1.0,16.5,2,Safari,tablet,1.0,iOS,29.5,23.0,0.0,organic
594824422792523749,Referral,0.0,18.5,4,Chrome,desktop,0.0,Macintosh,26.5,12.0,0.0,referral
594874658574182443,Direct,0.25,17.0,4,Chrome,desktop,0.0,Macintosh,4.0,3.0,0.5,(none)
596169222611729599,Organic Search,1.0,22.0,1,Safari,mobile,1.0,iOS,37.0,30.0,0.0,organic
596895434219823695,Organic Search,0.45454545454545453,18.0,22,Chrome,desktop,0.0,Windows,9.5,9.5,0.045454545454545456,organic
597489337358394308,Organic Search,0.5,17.5,6,Chrome,desktop,0.0,Macintosh,16.0,12.5,0.0,organic
598117673403235855,Referral,1.0,19.0,1,Chrome,desktop,0.0,Windows,36.0,18.0,0.0,referral
598195240627817837,Organic Search,1.0,10.5,2,Chrome,desktop,0.0,Macintosh,27.0,22.0,0.5,organic
598476687815353252,Paid Search,0.0,17.0,5,Chrome,desktop,0.0,Macintosh,8.0,6.0,0.4,cpc
599110551792149234,Referral,0.125,17.5,8,Chrome,desktop,0.0,Macintosh,14.5,11.5,0.125,referral
600237702497948707,Referral,0.0,0.0,1,Chrome,desktop,0.0,Windows,64.0,49.0,0.0,referral
601115360451826853,Organic Search,1.0,10.0,1,Chrome,desktop,0.0,Macintosh,47.0,38.0,0.0,organic
601161405716299904,Direct,0.5,19.0,2,Chrome,desktop,0.0,Windows,21.5,18.5,0.0,(none)
601406166745975278,Referral,0.0,18.0,3,Chrome,desktop,0.0,Macintosh,5.0,5.0,0.3333333333333333,referral
602050736534015192,Direct,0.0,14.0,1,Chrome,desktop,0.0,Macintosh,16.0,15.0,0.0,(none)
602460866377412564,Organic Search,0.0,7.0,1,Chrome,desktop,0.0,Windows,31.0,25.0,0.0,organic
602865033633296199,Organic Search,0.0,14.0,3,Internet Explorer,desktop,0.0,Windows,6.0,6.0,0.3333333333333333,organic
603507101721972238,Referral,0.0,19.0,5,Chrome,desktop,0.0,Macintosh,17.0,17.0,0.0,referral
604314853571328266,Organic Search,0.0,13.0,1,Chrome,desktop,0.0,Chrome OS,30.0,27.0,0.0,organic
604365545479003017,Referral,0.3333333333333333,19.0,3,Chrome,desktop,0.0,Macintosh,6.0,4.0,0.0,referral
605298878287002654,Paid Search,0.0,20.0,2,Chrome,desktop,0.0,Windows,15.5,13.0,0.0,cpc
605582860135446327,Referral,0.0,3.0,1,Chrome,desktop,0.0,Macintosh,17.0,17.0,0.0,referral
606735064258270722,Referral,0.0,15.0,3,Chrome,desktop,0.0,Macintosh,15.0,10.0,0.0,referral
608132583314752466,Organic Search,0.0,1.0,1,Chrome,desktop,0.0,Windows,18.0,16.0,0.0,organic
608915197735218105,Referral,0.0,18.0,17,Chrome,desktop,0.0,Chrome OS,23.0,18.0,0.058823529411764705,referral
611184075850086902,Referral,0.0,3.0,3,Chrome,desktop,0.0,Macintosh,29.0,21.0,0.0,referral
611556253076247456,Referral,0.0,17.5,8,Chrome,desktop,0.0,Macintosh,22.5,17.5,0.25,referral
611561045307562255,Organic Search,0.0,4.0,2,Safari,mobile,1.0,iOS,77.0,52.5,0.5,organic
612931240198528311,Organic Search,0.0,21.0,1,Chrome,desktop,0.0,Macintosh,30.0,26.0,0.0,organic
614194214723197176,Organic Search,0.0,6.0,3,Chrome,desktop,0.0,Macintosh,11.0,10.0,0.0,organic
614324104402254023,Direct,0.0,5.0,2,Safari,desktop,0.0,Macintosh,48.0,35.5,0.0,(none)
616530401183877867,Organic Search,0.0,17.0,7,Chrome,desktop,0.0,Windows,20.0,13.0,0.0,organic
616813475440297008,Referral,0.0,13.0,4,Chrome,desktop,0.0,Macintosh,38.5,24.5,0.0,referral
617283905493277793,Referral,0.125,17.5,8,Chrome,desktop,0.0,Macintosh,5.5,5.5,0.125,referral
617329235458001539,Direct,0.0,18.0,3,Chrome,desktop,0.0,Macintosh,1.0,1.0,0.6666666666666666,(none)
618198661111278556,Organic Search,1.0,17.0,1,Chrome,desktop,0.0,Macintosh,16.0,14.0,0.0,organic
618831613303765725,Paid Search,0.0,10.0,2,Chrome,desktop,0.0,Macintosh,21.0,17.0,0.0,cpc
622093215836923895,Direct,0.16666666666666666,4.0,6,Chrome,desktop,0.0,Macintosh,9.0,7.5,0.16666666666666666,(none)
622280363748067669,Referral,0.0,21.0,5,Chrome,desktop,0.0,Chrome OS,8.0,6.0,0.4,referral
623238387362841295,Referral,0.0,21.0,1,Chrome,desktop,0.0,Macintosh,53.0,39.0,0.0,referral
624114855878604514,Referral,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,11.0,8.0,0.0,referral
625087577271634600,Direct,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,10.0,8.0,0.3333333333333333,(none)
625333892395560084,Direct,0.5,17.5,2,Chrome,desktop,0.0,Macintosh,56.5,42.0,0.0,(none)
626284759664097746,Referral,0.0,19.0,7,Chrome,desktop,0.0,Windows,2.0,2.0,0.14285714285714285,referral
626650043568445812,Organic Search,0.2,20.0,5,Chrome,desktop,0.0,Linux,10.0,7.0,0.0,organic
626672651895030919,Organic Search,0.2727272727272727,19.5,22,Chrome,desktop,0.0,Chrome OS,6.0,5.0,0.13636363636363635,organic
627462873100311863,Paid Search,0.0,11.5,2,Safari,mobile,1.0,iOS,9.0,6.5,0.5,cpc
627858122618485897,Referral,0.0,15.5,4,Chrome,desktop,0.0,Macintosh,15.5,12.5,0.25,referral
627911872499384695,Organic Search,0.0,17.5,6,Chrome,desktop,0.0,Macintosh,5.0,4.0,0.16666666666666666,organic
628121127521169790,Direct,1.0,18.0,1,Chrome,desktop,0.0,Macintosh,48.0,36.0,0.0,(none)
628736701415781712,Organic Search,0.0,9.0,3,Chrome,desktop,0.0,Macintosh,3.0,3.0,0.0,organic
629329919532379545,Paid Search,1.0,17.0,1,Chrome,desktop,0.0,Windows,32.0,24.0,0.0,cpc
631033932630241909,Referral,0.0,22.0,3,Chrome,desktop,0.0,Macintosh,22.0,16.0,0.0,referral
631883605401031518,Organic Search,0.0,22.0,1,Safari,desktop,0.0,Macintosh,15.0,13.0,0.0,organic
632796253738106478,Direct,0.0,21.0,2,Chrome,desktop,0.0,Chrome OS,8.5,8.5,0.5,(none)
633090494027651510,Paid Search,0.6666666666666666,18.0,3,Chrome,mobile,1.0,Android,17.0,16.0,0.0,cpc
633420224856417225,Organic Search,1.0,5.0,1,Safari,mobile,1.0,iOS,12.0,12.0,0.0,organic
633547848089854806,Organic Search,1.0,22.5,2,Chrome,desktop,0.0,Windows,12.0,9.5,0.0,organic
634506282991036601,Direct,0.0,17.0,4,Chrome,desktop,0.0,Macintosh,7.5,7.5,0.25,(none)
634809971349181384,Organic Search,1.0,18.5,2,Chrome,mobile,1.0,Android,30.0,25.0,0.0,organic
635884302803759037,Referral,0.5,11.0,2,Chrome,desktop,0.0,Macintosh,25.5,18.0,0.0,referral
636165671438716582,Referral,0.0,18.5,2,Chrome,desktop,0.0,Linux,61.0,44.0,0.0,referral
636481946896347011,Organic Search,0.5,2.0,2,Safari,mobile,1.0,iOS,28.5,23.0,0.5,organic
636983386776288406,Organic Search,0.0,15.5,4,Safari,desktop,0.0,Macintosh,51.5,38.0,0.0,organic
638910012539429673,Referral,0.5,10.5,2,Chrome,desktop,0.0,Macintosh,10.0,10.0,0.0,referral
639095902615054058,Organic Search,0.0,21.0,9,Chrome,desktop,0.0,Windows,16.0,12.0,0.1111111111111111,organic
640040708763897460,Display,0.0,18.0,4,Chrome,desktop,0.0,Macintosh,16.0,13.5,0.0,cpm
640433429877929929,Referral,0.0,20.0,5,Chrome,desktop,0.0,Windows,3.0,3.0,0.2,referral
640698688315594544,Organic Search,1.0,13.0,1,Chrome,desktop,0.0,Macintosh,30.0,26.0,0.0,organic
642830728760694475,Referral,0.0,19.5,8,Chrome,desktop,0.0,Macintosh,21.0,14.5,0.0,referral
643132668463442280,Organic Search,0.5,9.0,2,Chrome,desktop,0.0,Windows,34.0,22.5,0.5,organic
643575983930852714,Referral,0.0,18.0,1,Chrome,desktop,0.0,Chrome OS,20.0,15.0,0.0,referral
643723713237461327,Referral,0.0,20.5,4,Chrome,desktop,0.0,Macintosh,7.0,7.0,0.25,referral
643786734868244401,Referral,0.14285714285714285,15.0,7,Chrome,desktop,0.0,Macintosh,14.0,12.0,0.0,referral
644061149609662421,Referral,0.0,14.5,2,Chrome,desktop,0.0,Macintosh,10.5,8.5,0.0,referral
644407009401848542,Direct,0.0,16.0,3,Chrome,desktop,0.0,Linux,5.0,5.0,0.0,(none)
644443100947741701,Organic Search,1.0,15.0,1,Firefox,desktop,0.0,Windows,52.0,43.0,0.0,organic
644832033333540742,Organic Search,0.0,14.0,3,Chrome,desktop,0.0,Macintosh,18.0,14.0,0.0,organic
645131442954167518,Referral,0.3333333333333333,16.0,3,Chrome,desktop,0.0,Chrome OS,28.0,18.0,0.3333333333333333,referral
645993360426050019,Organic Search,0.0,17.0,4,Chrome,mobile,1.0,Android,4.5,4.0,0.0,organic
646210848993699313,Organic Search,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,13.0,13.0,0.0,organic
646337888671074736,Organic Search,0.0,13.0,1,Chrome,mobile,1.0,Android,33.0,30.0,0.0,organic
646691864025431846,Referral,0.0,19.0,1,Chrome,desktop,0.0,Windows,90.0,70.0,0.0,referral
647053720847399351,Direct,0.0,10.0,1,Chrome,desktop,0.0,Chrome OS,34.0,26.0,0.0,(none)
647109355709882719,Organic Search,0.0,0.0,1,Chrome,desktop,0.0,Windows,18.0,16.0,0.0,organic
647701940544723891,Referral,0.4,4.0,5,Chrome,desktop,0.0,Chrome OS,6.0,6.0,0.2,referral
647846008417877869,Referral,0.0,4.0,3,Chrome,desktop,0.0,Macintosh,6.0,6.0,0.0,referral
648493675026382201,Referral,0.0,15.0,2,Chrome,desktop,0.0,Macintosh,21.0,16.0,0.0,referral
648777904915125343,Organic Search,0.0,20.5,2,Chrome,desktop,0.0,Macintosh,41.5,30.5,0.5,organic
649093489751982679,Organic Search,0.0,19.0,1,Chrome,mobile,1.0,Android,61.0,48.0,0.0,organic
650056086385776129,Direct,0.0,18.0,3,Chrome,desktop,0.0,Chrome OS,8.0,6.0,0.3333333333333333,(none)
650592587910089346,Organic Search,0.0,8.5,2,Safari,desktop,0.0,Macintosh,12.5,10.5,0.0,organic
650915590272619388,Direct,0.0,13.0,3,Chrome,desktop,0.0,Macintosh,11.0,11.0,0.0,(none)
651435875392157361,Referral,0.1,14.5,10,Chrome,desktop,0.0,Macintosh,10.0,9.0,0.2,referral
651862055672264578,Organic Search,1.0,19.0,1,Chrome,mobile,1.0,iOS,37.0,33.0,0.0,organic
651960369207538151,Paid Search,0.0,3.0,1,Chrome,desktop,0.0,Windows,24.0,21.0,0.0,cpc
652202420147185334,Organic Search,0.0,18.0,2,Chrome,desktop,0.0,Windows,32.0,22.0,0.0,organic
652634152265730494,Organic Search,0.0,4.0,3,Safari,tablet,1.0,iOS,8.0,7.0,0.0,organic
652686133169550028,Direct,0.0,19.0,2,Chrome,desktop,0.0,Macintosh,16.0,16.0,0.0,(none)
652777252868843895,Direct,0.0,19.0,2,Firefox,desktop,0.0,Windows,36.5,27.5,0.0,(none)
652992594863430909,Referral,0.25,14.0,4,Chrome,desktop,0.0,Macintosh,7.0,6.0,0.0,referral
653069947099114599,Referral,0.0,20.0,2,Chrome,desktop,0.0,Linux,29.0,22.5,0.0,referral
654120928146679431,Referral,0.5,17.5,4,Chrome,desktop,0.0,Macintosh,9.0,8.0,0.0,referral
654122007935553683,Organic Search,0.14285714285714285,4.0,7,Safari,desktop,0.0,Macintosh,23.0,18.0,0.14285714285714285,organic
654327480845915716,Organic Search,0.0,2.0,2,Chrome,desktop,0.0,Windows,21.0,19.0,0.0,organic
654377071872368830,Referral,0.0,1.0,1,Chrome,desktop,0.0,Macintosh,18.0,14.0,0.0,referral
654736404761929369,Referral,0.0,17.0,3,Chrome,desktop,0.0,Linux,26.0,22.0,0.0,referral
655649189295800064,Direct,0.0,14.0,1,Chrome,desktop,0.0,Windows,13.0,13.0,0.0,(none)
656429934624637021,Referral,0.25,13.0,8,Chrome,desktop,0.0,Macintosh,9.5,6.5,0.125,referral
656638853052117115,Organic Search,0.3333333333333333,0.0,3,Safari,desktop,0.0,Macintosh,10.0,5.0,0.0,organic
658019277799848735,Referral,0.3333333333333333,6.0,2,Chrome,desktop,0.0,Chrome OS,20.0,15.0,0.0,referral
658858637473021623,Referral,0.0,19.0,1,Chrome,desktop,0.0,Macintosh,28.0,22.0,0.0,referral
659725542729208475,Referral,0.0,23.0,1,Chrome,desktop,0.0,Linux,27.0,23.0,0.0,referral
659736568334808305,Organic Search,0.0,21.0,4,Chrome,mobile,1.0,Android,5.0,4.0,0.25,cpc
660738563067658683,Paid Search,0.0,2.5,2,Chrome,mobile,1.0,Android,13.5,11.5,0.5,cpc
661947368755840479,Organic Search,0.0,17.0,7,Chrome,desktop,0.0,Windows,23.0,21.0,0.2857142857142857,organic
662174499954069675,Referral,0.5,4.5,2,Chrome,desktop,0.0,Chrome OS,51.5,40.0,0.0,referral
662931673462260601,Direct,0.0,18.5,2,Chrome,desktop,0.0,Chrome OS,47.0,37.0,0.0,(none)
663614479606200802,Referral,0.0,0.0,1,Chrome,desktop,0.0,Macintosh,20.0,17.0,0.0,referral
664683919239436389,Organic Search,1.0,0.0,1,Chrome,desktop,0.0,Windows,20.0,18.0,0.0,organic
664885127935747173,Organic Search,0.6666666666666666,16.0,3,Chrome,desktop,0.0,Macintosh,23.0,19.0,0.0,organic
664955402835707900,Referral,0.0,15.0,1,Chrome,desktop,0.0,Macintosh,31.0,18.0,0.0,referral
665001342407465406,Organic Search,1.0,0.0,1,Chrome,desktop,0.0,Macintosh,21.0,21.0,0.0,organic
665007615083266355,Organic Search,0.0,9.0,1,Safari,desktop,0.0,Macintosh,10.0,8.0,0.0,organic
665197592745084056,Organic Search,0.0,6.5,1,Chrome,desktop,0.0,Macintosh,11.0,9.5,0.0,organic
665690697485420563,Referral,0.0,20.0,1,Chrome,desktop,0.0,Macintosh,48.0,35.0,0.0,referral
666077603822154553,Referral,0.0,17.0,5,Chrome,desktop,0.0,Macintosh,2.0,2.0,0.4,referral
666582393118140484,Referral,0.0,16.0,5,Chrome,desktop,0.0,Macintosh,82.0,55.0,0.2,referral
667466244691499033,Referral,0.2,18.0,5,Chrome,desktop,0.0,Macintosh,1.0,1.0,0.6,referral
667721082352794491,Organic Search,0.0,19.0,4,Chrome,desktop,0.0,Windows,11.0,9.0,0.0,organic
668227072565326523,Paid Search,0.0,22.0,5,Chrome,desktop,0.0,Windows,18.0,15.0,0.0,cpc
668412102235086407,Paid Search,0.5,3.0,2,Chrome,tablet,1.0,iOS,29.0,23.5,0.0,cpc
668741043882663600,Paid Search,0.0,3.0,3,Chrome,desktop,0.0,Macintosh,2.0,2.0,0.3333333333333333,cpc
670221610640324008,Referral,0.0,13.0,1,Chrome,desktop,0.0,Linux,28.0,24.0,0.0,referral
671204886678847894,Direct,0.0,17.0,1,Chrome,desktop,0.0,Linux,23.0,18.0,0.0,(none)
671417952592573132,Organic Search,0.0,18.0,2,Chrome,desktop,0.0,Macintosh,55.0,42.0,0.0,organic
671711254304258949,Direct,0.0,21.0,1,Chrome,desktop,0.0,Chrome OS,16.0,13.0,0.0,(none)
672079571220837015,Organic Search,0.0,15.0,2,Chrome,desktop,0.0,Windows,16.0,12.0,0.0,organic
672623205835845653,Direct,0.3333333333333333,16.0,3,Chrome,desktop,0.0,Windows,7.0,7.0,0.0,(none)
674034233311230161,Referral,0.0,15.5,2,Chrome,desktop,0.0,Windows,19.0,14.0,0.0,referral
674198499072575604,Referral,0.5,7.5,4,Chrome,desktop,0.0,Macintosh,12.5,9.5,0.0,referral
676268909460399442,Referral,0.0,22.0,1,Chrome,desktop,0.0,Macintosh,16.0,14.0,0.0,referral
676766064405033146,Organic Search,0.0,17.5,2,Chrome,desktop,0.0,Linux,39.5,31.0,0.0,cpc
676786607056065282,Referral,0.0,16.0,3,Chrome,desktop,0.0,Macintosh,16.0,9.0,0.0,referral
678346199445584745,Organic Search,0.0,1.0,2,Chrome,desktop,0.0,Macintosh,14.0,12.5,0.0,organic
679581364401887394,Organic Search,0.0,6.0,7,Safari,desktop,0.0,Macintosh,13.0,7.0,0.2857142857142857,organic
679645045413988495,Referral,0.0,18.0,5,Chrome,desktop,0.0,Linux,3.0,3.0,0.4,referral
681345956743814792,Referral,0.0,17.0,4,Chrome,desktop,0.0,Chrome OS,6.0,4.5,0.0,referral
682017787795795998,Referral,0.0,1.0,1,Chrome,desktop,0.0,Macintosh,82.0,63.0,0.0,referral
682241557361742402,Organic Search,0.0,18.0,7,Chrome,desktop,0.0,Chrome OS,11.0,11.0,0.2857142857142857,organic
682549734570999775,Referral,0.3333333333333333,20.0,3,Chrome,desktop,0.0,Chrome OS,3.0,3.0,0.0,referral
682695636245631382,Organic Search,0.5,10.5,2,Chrome,desktop,0.0,Windows,44.5,36.5,0.0,organic
683358409080092864,Referral,0.0,16.0,4,Chrome,desktop,0.0,Macintosh,9.0,7.5,0.25,referral
683463694449296647,Direct,0.5,12.5,2,Chrome,mobile,1.0,Android,26.0,22.5,0.0,(none)
683732886676120900,Direct,0.0,17.0,1,Chrome,desktop,0.0,Windows,37.0,28.0,0.0,(none)
684586979835492905,Referral,0.0,17.0,13,Chrome,desktop,0.0,Windows,2.0,2.0,0.46153846153846156,referral
684933840850165946,Referral,0.0,20.0,1,Chrome,desktop,0.0,Macintosh,45.0,34.0,0.0,referral
685256580090504239,Organic Search,0.0,15.0,1,Chrome,desktop,0.0,Windows,21.0,19.0,0.0,organic
685890158319889343,Direct,0.0,23.0,1,Chrome,desktop,0.0,Macintosh,31.0,25.0,0.0,(none)
685977378128136688,Organic Search,1.0,1.0,1,Edge,desktop,0.0,Windows,60.0,49.0,0.0,organic
686296766200627569,Referral,0.0,15.0,4,Chrome,desktop,0.0,Macintosh,26.5,21.0,0.0,referral
686323554174622772,Referral,0.0,14.0,1,Chrome,desktop,0.0,Macintosh,23.0,19.0,0.0,referral
686766074904091675,Referral,0.0,22.0,11,Chrome,desktop,0.0,Macintosh,4.0,4.0,0.09090909090909091,referral
688220916941408964,Organic Search,1.0,0.0,1,Chrome,desktop,0.0,Macintosh,29.0,23.0,0.0,organic
688332067410799097,Referral,0.0,19.0,2,Chrome,desktop,0.0,Chrome OS,14.5,12.5,0.0,referral
688527857109237010,Referral,0.0,15.0,3,Chrome,desktop,0.0,Macintosh,13.0,11.0,0.0,referral
689078233091142252,Direct,0.0,17.0,8,Chrome,desktop,0.0,Macintosh,9.5,7.0,0.25,(none)
689221493301196449,Referral,0.0,2.0,3,Chrome,desktop,0.0,Windows,7.0,5.0,0.0,referral
689318192161645703,Referral,0.0,17.0,7,Chrome,desktop,0.0,Macintosh,9.0,9.0,0.0,referral
689752308200679975,Organic Search,0.0,4.0,1,Safari,desktop,0.0,Macintosh,20.0,17.0,0.0,organic
689759983033395274,Referral,0.0,15.0,3,Chrome,desktop,0.0,Linux,14.0,11.0,0.3333333333333333,referral
689975324856739942,Referral,0.0,17.0,9,Chrome,desktop,0.0,Macintosh,2.0,2.0,0.3333333333333333,referral
690857090174893408,Organic Search,1.0,20.0,1,Chrome,desktop,0.0,Macintosh,82.0,58.0,0.0,organic
690857538975657049,Organic Search,0.0,16.5,2,Chrome,desktop,0.0,Windows,15.0,14.0,0.0,organic
691430728660925202,Organic Search,1.0,2.0,1,Chrome,desktop,0.0,Windows,73.0,51.0,0.0,organic
691720966691550944,Paid Search,0.2,15.0,5,Chrome,desktop,0.0,Macintosh,9.0,7.0,0.4,cpc
691969555315832538,Referral,0.6666666666666666,12.5,6,Chrome,desktop,0.0,Macintosh,38.0,25.5,0.0,referral
693079538830911094,Referral,0.0,18.0,8,Chrome,desktop,0.0,Linux,9.5,7.0,0.0,referral
693664182055359688,Direct,0.0,15.0,1,Chrome,desktop,0.0,Windows,20.0,17.0,0.0,(none)
696402585067597025,Direct,0.0,22.5,2,Internet Explorer,tablet,1.0,Windows,25.0,16.5,0.0,(none)
698203322681818933,Direct,0.0,14.0,7,Chrome,desktop,0.0,Chrome OS,4.0,4.0,0.0,(none)
698297406423033664,Organic Search,0.0,20.0,2,Safari,desktop,0.0,Macintosh,13.0,10.0,0.0,organic
698616970895406010,Referral,0.0,18.0,1,Chrome,desktop,0.0,Windows,15.0,13.0,0.0,referral
699221213149021065,Direct,0.0,14.0,3,Chrome,desktop,0.0,Macintosh,8.0,8.0,0.0,(none)
700225401855286769,Referral,0.0,15.0,1,Chrome,desktop,0.0,Macintosh,34.0,28.0,0.0,referral
700797453714688888,Paid Search,1.0,22.0,1,Chrome,desktop,0.0,Macintosh,34.0,32.0,0.0,cpc
701601838005591363,Referral,0.2,20.0,5,Chrome,desktop,0.0,Windows,21.0,17.0,0.0,referral
702289726935404752,Referral,0.0,16.5,2,Chrome,desktop,0.0,Macintosh,34.5,23.0,0.0,referral
702564824793049879,Referral,0.0,17.0,1,Chrome,desktop,0.0,Chrome OS,19.0,13.0,0.0,referral
703271650319125139,Organic Search,0.125,15.5,8,Chrome,desktop,0.0,Macintosh,8.0,8.0,0.0,organic
703413205219786519,Direct,0.0,18.0,1,Chrome,desktop,0.0,Macintosh,13.0,12.0,0.0,(none)
703628343876693893,Direct,1.0,2.0,1,Safari,mobile,1.0,iOS,20.0,16.0,0.0,(none)
703967290140600051,Referral,0.5,19.5,2,Chrome,desktop,0.0,Linux,20.5,14.5,0.5,referral
703975525619015480,Referral,0.2,14.0,5,Chrome,desktop,0.0,Macintosh,15.0,13.0,0.2,referral
704373157724192220,Referral,0.0,13.0,1,Chrome,tablet,1.0,Android,18.0,17.0,0.0,referral
704957996393939802,Organic Search,0.0,13.0,1,Chrome,mobile,1.0,Android,11.0,11.0,0.0,organic
705052516935438684,Referral,0.0,16.0,3,Chrome,desktop,0.0,Windows,6.0,6.0,0.3333333333333333,referral
705304092514331716,Referral,0.5,17.5,2,Chrome,desktop,0.0,Windows,30.5,23.0,0.5,referral
705638791185080238,Direct,1.0,16.0,1,Opera,desktop,0.0,Macintosh,24.0,20.0,0.0,(none)
706268966537024256,Organic Search,0.3333333333333333,15.5,6,Chrome,desktop,0.0,Chrome OS,7.0,7.0,0.0,organic
707174453609697560,Referral,1.0,1.0,1,Chrome,desktop,0.0,Macintosh,32.0,28.0,0.0,referral
707424893758055863,Referral,1.0,22.0,1,Chrome,desktop,0.0,Macintosh,38.0,32.0,0.0,referral
707924884126013523,Referral,0.2222222222222222,3.0,9,Chrome,desktop,0.0,Macintosh,19.0,17.0,0.0,referral
708033509620826351,Referral,0.0,10.0,2,Chrome,desktop,0.0,Windows,19.0,14.0,0.0,referral
708898149037036750,Referral,0.3333333333333333,17.0,3,Chrome,desktop,0.0,Macintosh,5.0,5.0,0.0,referral
709049510464090446,Referral,0.0,16.0,4,Chrome,desktop,0.0,Macintosh,14.0,11.0,0.0,referral
709264891712119534,Referral,0.3333333333333333,23.0,3,Chrome,desktop,0.0,Macintosh,2.0,2.0,0.3333333333333333,referral
710632165228073636,Organic Search,0.0,16.0,11,Chrome,desktop,0.0,Macintosh,6.0,5.0,0.09090909090909091,organic
713731982901764318,Referral,0.0625,17.0,16,Chrome,desktop,0.0,Macintosh,6.5,5.0,0.25,referral
714601935287141843,Display,0.0,22.5,2,Chrome,desktop,0.0,Macintosh,22.0,17.0,0.0,cpm
714988621267627989,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,23.0,19.0,0.0,referral
716925587316437811,Organic Search,0.0,17.5,2,Chrome,desktop,0.0,Windows,19.0,15.0,0.0,organic
717319288989549456,Direct,0.5714285714285714,5.0,7,Safari,tablet,1.0,iOS,2.0,2.0,0.42857142857142855,(none)
717343852152056082,Referral,0.0,18.5,8,Chrome,desktop,0.0,Macintosh,4.5,3.5,0.125,referral
717933109761615736,Paid Search,0.0,11.5,2,Safari,desktop,0.0,Macintosh,36.5,33.0,0.0,cpc
718076753301188235,Organic Search,1.0,16.0,1,Chrome,desktop,0.0,Windows,38.0,30.0,0.0,organic
719626868021451011,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,12.0,10.0,0.0,referral
719763844495200108,Direct,0.0,15.0,3,Chrome,desktop,0.0,Macintosh,8.0,5.0,0.0,(none)
720378073621403524,Organic Search,0.0,16.0,1,Firefox,desktop,0.0,Windows,71.0,52.0,0.0,organic
720843898955413491,Referral,0.0,16.0,1,Chrome,desktop,0.0,Linux,62.0,43.0,0.0,referral
722529201110417278,Organic Search,0.0,19.0,1,Chrome,mobile,1.0,iOS,30.0,27.0,0.0,organic
723690431772344547,Referral,1.0,1.0,1,Chrome,desktop,0.0,Macintosh,10.0,9.0,0.0,referral
725021958135646864,Organic Search,0.0,5.0,1,Chrome,desktop,0.0,Windows,40.0,32.0,0.0,organic
725981616433523164,Direct,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,11.0,10.0,0.3333333333333333,(none)
728168523838298915,Organic Search,0.0,16.0,2,Chrome,desktop,0.0,Windows,55.0,35.0,0.0,organic
728302696788663197,Organic Search,0.16666666666666666,6.0,6,Chrome,desktop,0.0,Chrome OS,13.5,12.5,0.0,organic
