fullVisitorId,channelGrouping,weekend_prop,hour,sessionId,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,totals.hits,totals.pageviews,bounce_prop,trafficSource.medium,cluster
4.46822E+17,Referral,0.5,12,4,Chrome,desktop,0,Macintosh,16.5,11.5,0.25,referral,2
4.48735E+17,Direct,0,13,1,Chrome,desktop,0,Windows,15,13,0,(none),8
4.49425E+17,Referral,0,14,1,Chrome,desktop,0,Macintosh,25,19,0,referral,8
4.49755E+17,Direct,0,14,1,Internet Explorer,desktop,0,Windows,21,19,0,(none),8
4.50212E+17,Organic Search,0,15,7,Chrome,desktop,0,Macintosh,2,1,0.428571429,organic,6
4.50369E+17,Organic Search,0,13.5,4,Chrome,desktop,0,Windows,44.5,41,0,organic,1
4.51272E+17,Referral,0,20.5,6,Chrome,desktop,0,Macintosh,8,6,0.166666667,referral,6
4.52384E+17,Referral,0,17,1,Chrome,desktop,0,Macintosh,24,17,0,referral,8
4.52728E+17,Organic Search,0,16,1,Chrome,desktop,0,Macintosh,40,29,0,organic,3
4.53418E+17,Referral,0,18,4,Chrome,desktop,0,Linux,10,8,0,referral,5
4.54845E+17,Referral,0,16.5,4,Chrome,desktop,0,Macintosh,13,10,0,referral,5
4.55277E+17,Organic Search,0,19,1,Chrome,desktop,0,Macintosh,58,42,0,organic,3
4.55718E+17,Organic Search,0,2,2,Chrome,desktop,0.5,Android,41.5,33,0.5,organic,4
4.56586E+17,Organic Search,1,11,2,Chrome,mobile,1,Android,9,7.5,0,organic,4
4.56807E+17,Referral,0.076923077,18,13,Chrome,desktop,0,Macintosh,7,5,0.076923077,referral,6
4.56996E+17,Organic Search,0,12.5,4,Chrome,desktop,0,Windows,8.5,7.5,0,organic,5
4.57045E+17,Organic Search,0,15.5,2,Chrome,desktop,0,Windows,11,10,0.5,organic,2
4.57069E+17,Direct,0,18,1,Chrome,desktop,0,Macintosh,12,11,0,(none),8
4.57499E+17,Paid Search,0,21,2,Chrome,desktop,0,Chrome OS,15.5,14.5,0,cpc,8
4.57729E+17,Organic Search,1,4,1,Chrome,desktop,0,Chrome OS,29,26,0,organic,7
4.58269E+17,Referral,0,11,2,Chrome,desktop,0,Macintosh,14.5,12,0,referral,8
4.59252E+17,Referral,0,21,1,Chrome,desktop,0,Macintosh,20,17,0,referral,8
4.59959E+17,Organic Search,0,19.5,2,Safari,tablet,1,iOS,11,10,0.5,organic,0
4.6059E+17,Referral,0,4,3,Chrome,desktop,0,Macintosh,26,23,0,referral,1
4.60647E+17,Referral,0,17,3,Chrome,desktop,0,Windows,13,11,0,referral,8
4.60762E+17,Referral,0,18.5,2,Chrome,desktop,0,Macintosh,14,12.5,0,referral,8
4.61224E+17,Referral,0,15,1,Chrome,desktop,0,Macintosh,59,43,0,referral,3
4.61226E+17,Referral,0,1,1,Chrome,desktop,0,Macintosh,33,26,0,referral,1
4.61657E+17,Referral,0,0,1,Chrome,desktop,0,Macintosh,31,24,0,referral,1
4.63326E+17,Referral,0.25,3.5,4,Chrome,desktop,0,Macintosh,13,11,0,referral,7
4.63874E+17,Referral,0,19,1,Chrome,desktop,0,Macintosh,38,31,0,referral,3
4.64009E+17,Referral,0,16,7,Chrome,desktop,0,Macintosh,4,4,0,referral,5
4.64364E+17,Organic Search,0,23,1,Chrome,desktop,0,Macintosh,34,27,0,organic,3
4.65398E+17,Referral,0,17,3,Chrome,desktop,0,Macintosh,22,14,0,referral,8
4.66573E+17,Referral,0,14,2,Chrome,desktop,0,Macintosh,15,13,0,referral,8
4.66835E+17,Paid Search,0,15,1,Chrome,mobile,1,Android,25,20,0,cpc,4
4.67905E+17,Referral,0.5,12.5,2,Chrome,desktop,0,Macintosh,10.5,9,0.5,referral,2
4.69837E+17,Organic Search,0,11,3,Chrome,mobile,1,Android,2,2,0.333333333,organic,0
4.70917E+17,Referral,0,21,1,Chrome,desktop,0,Macintosh,45,36,0,referral,3
4.71753E+17,Referral,0.333333333,6,3,Chrome,desktop,0,Linux,8,8,0,referral,5
4.72388E+17,Direct,0,17,4,Chrome,desktop,0,Macintosh,64,49,0,(none),3
4.72972E+17,Direct,0,19,1,Chrome,desktop,0,Linux,19,17,0,(none),8
4.73442E+17,Direct,1,1,1,Chrome,desktop,0,Macintosh,11,11,0,(none),7
4.73816E+17,Referral,0,22,1,Chrome,desktop,0,Windows,17,16,0,referral,8
4.73905E+17,Referral,0,12,1,Chrome,desktop,0,Macintosh,25,21,0,referral,1
4.74195E+17,Referral,0,19,3,Chrome,desktop,0,Macintosh,16,13,0.333333333,referral,2
4.75994E+17,Referral,0,19,1,Chrome,desktop,0,Linux,36,28,0,referral,3
4.76894E+17,Paid Search,0.125,14.5,8,Chrome,desktop,0,Chrome OS,6.5,6.5,0.5,cpc,6
4.76916E+17,Referral,0,17.5,2,Chrome,desktop,0,Macintosh,14.5,11.5,0,referral,8
4.77282E+17,Display,0,19,1,Chrome,desktop,0,Linux,15,13,0,cpm,8
4.77995E+17,Referral,0.5,22,2,Chrome,desktop,0,Macintosh,30,24.5,0,referral,7
4.78404E+17,Paid Search,0.2,21,5,Safari,desktop,0,Macintosh,3,3,0.4,cpc,6
4.80597E+17,Organic Search,0,20,3,Chrome,desktop,0,Macintosh,38,26,0,organic,8
4.80684E+17,Referral,0,19,2,Chrome,desktop,0,Macintosh,19,13.5,0,referral,8
4.81095E+17,Referral,0.125,17.5,8,Chrome,desktop,0,Macintosh,5,5,0.375,referral,6
4.81362E+17,Organic Search,0.333333333,15,3,Chrome,desktop,0,Macintosh,44,32,0,organic,7
4.81562E+17,Direct,0,20,3,Chrome,desktop,0,Macintosh,13,9,0,(none),8
4.81909E+17,Referral,0,1,1,Chrome,desktop,0,Linux,21,19,0,referral,1
4.82589E+17,Direct,0,15,3,Chrome,desktop,0,Macintosh,6,6,0,(none),5
4.83111E+17,Referral,0,17,6,Chrome,desktop,0,Macintosh,4,4,0,referral,5
4.85197E+17,Referral,0.5,7,2,Chrome,desktop,0,Macintosh,77,64,0,referral,7
4.85452E+17,Direct,0,5,3,Safari,desktop,0,Macintosh,5,5,0,(none),5
4.85966E+17,Direct,1,21,1,Chrome,desktop,0,Windows,31,23,0,(none),7
4.8748E+17,Organic Search,0,17,3,Chrome,desktop,0,Macintosh,11,10,0,organic,5
4.87776E+17,Direct,0,16,2,Chrome,desktop,0,Linux,10.5,10,0,(none),8
4.88048E+17,Organic Search,0.4,16,5,Chrome,desktop,0,Windows,3,3,0,organic,5
4.88236E+17,Referral,0.333333333,7,9,Chrome,desktop,0,Chrome OS,42,30,0.111111111,referral,2
4.89387E+17,Organic Search,0.5,12,4,Chrome,desktop,0,Chrome OS,15,14,0,organic,7
4.91178E+17,Referral,0,2,1,Chrome,desktop,0,Macintosh,51,40,0,referral,1
4.91193E+17,Referral,0,12,2,Chrome,desktop,0,Macintosh,18.5,14.5,0,referral,8
4.91317E+17,Referral,0,22,2,Chrome,desktop,0,Linux,7,6.5,0,referral,8
4.91428E+17,Direct,0.5,10,2,Chrome,desktop,0,Macintosh,11,9.5,0,(none),7
4.92938E+17,Direct,0,16.5,4,Chrome,desktop,0,Windows,12,9,0,(none),5
4.93201E+17,Referral,0.428571429,15,7,Chrome,desktop,0,Macintosh,10,9,0.142857143,referral,2
4.933E+17,Referral,0,21,3,Chrome,desktop,0,Linux,3,3,0,referral,5
4.96157E+17,Referral,0,16,3,Chrome,desktop,0,Macintosh,6,4,0,referral,5
4.96188E+17,Direct,0,16,1,Internet Explorer,desktop,0,Windows,14,13,0,(none),8
4.96834E+17,Organic Search,0,8.5,4,Chrome,desktop,0,Macintosh,11.5,7.5,0.25,organic,2
4.9721E+17,Referral,0,18,3,Chrome,desktop,0,Macintosh,9,9,0,referral,5
4.98519E+17,Referral,0,17,3,Chrome,desktop,0,Macintosh,5,5,0.333333333,referral,6
4.9881E+17,Referral,0,17,1,Chrome,desktop,0,Macintosh,46,28,0,referral,3
4.98824E+17,Direct,1,19,1,Chrome,desktop,0,Windows,9,9,0,(none),7
4.99174E+17,Referral,0,17,3,Chrome,desktop,0,Chrome OS,39,30,0,referral,3
5.00461E+17,Referral,0,18,6,Chrome,desktop,0,Macintosh,7.5,6.5,0,referral,5
5.00766E+17,Referral,0.333333333,20,3,Chrome,desktop,0,Macintosh,1,1,0.666666667,referral,6
5.00771E+17,Organic Search,0,4,3,Chrome,desktop,0,Windows,6,6,0.333333333,organic,2
5.00926E+17,Organic Search,0.222222222,5,9,Chrome,desktop,0,Macintosh,13,11,0,organic,7
5.02027E+17,Organic Search,0,17,15,Chrome,desktop,0,Windows,9,8,0.133333333,organic,6
5.0208E+17,Organic Search,0,0,1,Edge,desktop,0,Windows,26,24,0,organic,1
5.02427E+17,Direct,0,15,1,Chrome,desktop,0,Macintosh,47,36,0,(none),3
5.07378E+17,Organic Search,0,17,1,Chrome,desktop,0,Chrome OS,60,38,0,organic,3
5.07664E+17,Direct,0,22,3,Chrome,desktop,0,Macintosh,2,2,0,(none),5
5.08003E+17,Direct,0,12.5,2,Chrome,desktop,0,Macintosh,6,5.5,0.5,(none),2
5.09429E+17,Referral,0.083333333,5,12,Chrome,desktop,0,Macintosh,5,5,0.083333333,referral,6
5.09538E+17,Referral,0,17,1,Chrome,desktop,0,Macintosh,62,51,0,referral,3
5.09638E+17,Referral,0,19,5,Chrome,desktop,0,Windows,40,18,0.2,referral,2
5.09972E+17,Organic Search,0,20,4,Chrome,desktop,0,Macintosh,16,13,0,organic,8
5.10399E+17,Organic Search,1,5,1,Chrome,desktop,0,Windows,19,19,0,organic,7
5.11506E+17,Organic Search,0,21,3,Chrome,desktop,0,Macintosh,18,13,0,organic,8
5.11729E+17,Referral,0,19,4,Chrome,desktop,0,Windows,15.5,10.5,0.25,referral,2
5.12377E+17,Referral,0.833333333,15,6,Safari,mobile,1,iOS,9,9,0.333333333,referral,0
5.12989E+17,Direct,0,13,1,Chrome,desktop,0,Windows,16,13,0,(none),8
5.13403E+17,Organic Search,0,10.5,6,Chrome,desktop,0,Windows,13,11,0.166666667,organic,2
5.14071E+17,Direct,0,18,2,Safari,tablet,1,iOS,5,5,0.5,(none),0
5.14253E+17,Direct,0,11,1,Chrome,desktop,0,Linux,11,10,0,(none),8
5.14367E+17,Referral,0,21.5,2,Chrome,desktop,0,Linux,20,16,0,referral,8
5.14478E+17,Referral,0,10.5,2,Chrome,desktop,0,Windows,19,15,0,referral,8
5.14518E+17,Referral,0,21,3,Chrome,desktop,0,Macintosh,8,6,0,referral,5
5.15195E+17,Referral,0,2,1,Chrome,desktop,0,Macintosh,51,42,0,referral,1
5.15583E+17,Organic Search,1,19,1,Safari,desktop,0,Macintosh,32,28,0,organic,7
5.15771E+17,Referral,0,15.5,4,Chrome,desktop,0,Macintosh,14,12,0,referral,5
5.16734E+17,Organic Search,1,22,1,Chrome,desktop,0,Macintosh,59,46,0,organic,7
5.17435E+17,Direct,0.5,11,2,Safari,desktop,0,Macintosh,9,8,0.5,(none),2
5.17644E+17,Direct,1,20,2,Chrome,desktop,0,Macintosh,10,9,0,(none),7
5.17783E+17,Referral,0,18,1,Chrome,desktop,0,Linux,22,18,0,referral,8
5.17804E+17,Referral,0,18,7,Chrome,desktop,0,Macintosh,4,4,0.285714286,referral,6
5.18455E+17,Organic Search,0,17,5,Chrome,desktop,0,Macintosh,7,7,0,organic,5
5.18978E+17,Referral,0,15,3,Chrome,desktop,0,Macintosh,6,6,0,referral,5
5.20662E+17,Direct,0,16,3,Chrome,desktop,0,Windows,14,10,0,(none),8
5.20806E+17,Referral,0,17,1,Chrome,desktop,0,Windows,17,14,0,referral,8
5.21283E+17,Referral,0,18,4,Chrome,desktop,0,Macintosh,19.5,18,0,referral,8
5.22359E+17,Referral,0,13,3,Chrome,desktop,0,Linux,10,10,0,referral,5
5.2547E+17,Affiliates,0,1,2,Safari,mobile,1,iOS,22.5,19.5,0,affiliate,4
5.26145E+17,Organic Search,0,1,1,Chrome,desktop,0,Macintosh,43,33,0,organic,1
5.27427E+17,Referral,0.666666667,17,3,Chrome,desktop,0,Macintosh,15,11,0.333333333,referral,2
5.27512E+17,Organic Search,0.5,9,6,Chrome,mobile,1,Android,15,12,0,organic,4
5.27903E+17,Referral,0,19,3,Chrome,desktop,0,Macintosh,25,18,0,referral,8
5.28232E+17,Referral,0.4,18,5,Chrome,desktop,0,Macintosh,10,9,0.2,referral,2
5.28933E+17,Referral,0,17.5,4,Chrome,desktop,0,Linux,6,6,0,referral,5
5.29282E+17,Referral,0,23,1,Chrome,desktop,0,Macintosh,112,83,0,referral,3
5.30238E+17,Direct,0,22,3,Internet Explorer,mobile,1,Windows,1,1,0.666666667,(none),0
5.3092E+17,Referral,0,22,1,Chrome,desktop,0,Macintosh,60,40,0,referral,3
5.314E+17,Referral,0.333333333,19,3,Chrome,desktop,0,Macintosh,24,21,0,referral,7
5.31497E+17,Referral,0.5,21,2,Chrome,desktop,0,Macintosh,15,13,0,referral,7
5.31639E+17,Organic Search,0,19,3,Chrome,desktop,0,Macintosh,7,7,0,organic,5
5.31829E+17,Organic Search,0.333333333,21,3,Chrome,desktop,0,Macintosh,13,12,0.333333333,organic,2
5.32017E+17,Direct,1,14,3,Chrome,desktop,0,Windows,5,4,0,(none),5
5.32638E+17,Paid Search,0,19,1,Safari,mobile,1,iOS,45,37,0,cpc,4
5.33361E+17,Organic Search,0,17,1,Chrome,desktop,0,Windows,27,21,0,organic,3
5.33462E+17,Referral,0,19.5,6,Chrome,desktop,0,Macintosh,11,7.5,0,referral,5
5.3387E+17,Referral,0,2,1,Chrome,desktop,0,Macintosh,19,18,0,referral,1
5.34455E+17,Organic Search,0,7,1,Chrome,desktop,0,Windows,31,27,0,organic,1
5.34799E+17,Organic Search,0,20,4,Chrome,desktop,0,Macintosh,13.5,10.5,0,organic,5
5.35271E+17,Direct,0,0,1,Firefox,desktop,0,Windows,17,14,0,(none),1
5.35798E+17,Organic Search,0.5,3.5,2,Chrome,desktop,0,Macintosh,21.5,18.5,0,organic,7
5.36429E+17,Referral,0,16.5,2,Chrome,desktop,0,Linux,20,17,0,referral,8
5.36559E+17,Referral,0.4,8,5,Chrome,desktop,0,Macintosh,6,6,0.2,referral,6
5.36651E+17,Organic Search,0,15,1,Chrome,desktop,0,Macintosh,23,19,0,organic,8
5.3794E+17,Referral,0.333333333,5.5,6,Chrome,desktop,0,Macintosh,4.5,4.5,0.166666667,referral,6
5.38317E+17,Organic Search,0.333333333,1,3,Chrome,desktop,0,Macintosh,3,3,0,organic,5
5.39032E+17,Referral,1,5,1,Chrome,desktop,0,Macintosh,31,26,0,referral,7
5.39182E+17,Referral,0.333333333,3,3,Chrome,desktop,0,Macintosh,19,15,0,referral,7
5.40194E+17,Referral,0,16.5,2,Chrome,desktop,0,Macintosh,20,15,0,referral,8
5.41724E+17,Referral,0.333333333,13,3,Chrome,desktop,0,Macintosh,21,18,0,referral,7
5.41802E+17,Display,0,17,1,Chrome,desktop,0,Macintosh,29,23,0,cpm,3
5.41939E+17,Referral,0,11,1,Chrome,desktop,0,Linux,20,12,0,referral,8
5.42333E+17,Organic Search,0,9,2,Chrome,desktop,0,Macintosh,55,33,0,organic,1
5.42455E+17,Referral,0,0,1,Chrome,desktop,0,Macintosh,37,31,0,referral,1
5.43101E+17,Referral,0.5,3,2,Chrome,desktop,0,Macintosh,29.5,23,0,referral,7
5.43134E+17,Organic Search,1,2,1,Chrome,desktop,0,Windows,13,12,0,organic,7
5.43272E+17,Organic Search,0,6,3,Safari,desktop,0,Macintosh,14,10,0,organic,1
5.43368E+17,Referral,0,15,2,Chrome,desktop,0,Macintosh,9.5,8,0.5,referral,2
5.43372E+17,Direct,0,16,3,Chrome,mobile,1,iOS,7,5,0.333333333,(none),0
5.43454E+17,Referral,0,17,3,Chrome,desktop,0,Chrome OS,18,13,0,referral,8
5.43655E+17,Referral,0.4,6,5,Chrome,desktop,0,Macintosh,10,8,0.2,referral,2
5.44099E+17,Referral,1,18.5,2,Chrome,desktop,0,Macintosh,26,18.5,0,referral,7
5.44223E+17,Organic Search,0,9,1,Chrome,desktop,0,Macintosh,74,56,0,organic,1
5.44953E+17,Paid Search,0.4,13,5,Chrome,desktop,0,Windows,14,11,0,cpc,7
5.44989E+17,Referral,0,14.5,4,Chrome,desktop,0,Macintosh,7,5.5,0,referral,5
5.4521E+17,Referral,0,2,1,Chrome,desktop,0,Linux,34,32,0,referral,1
5.45303E+17,Referral,0.5,1,2,Chrome,desktop,0,Linux,10,10,0,referral,7
5.4645E+17,Direct,0.333333333,13,3,Safari,mobile,1,iOS,6,6,0.333333333,(none),0
5.47014E+17,Referral,0,19.5,8,Chrome,desktop,0,Linux,3.5,3.5,0,referral,5
5.48413E+17,Direct,0,13,2,Chrome,desktop,0,Linux,22.5,18,0,(none),8
5.4861E+17,Organic Search,0,18,1,Chrome,desktop,0,Windows,26,13,0,organic,8
5.48744E+17,Direct,0,19,1,Chrome,desktop,0,Chrome OS,20,16,0,(none),8
5.49158E+17,Direct,0,20,9,Chrome,desktop,0,Linux,4,4,0,(none),5
5.4938E+17,Direct,0.333333333,3,3,Chrome,desktop,0,Macintosh,1,1,0.666666667,(none),6
5.49953E+17,Direct,0,17.5,2,Chrome,desktop,0,Macintosh,23.5,16.5,0,(none),8
5.49959E+17,Referral,0,20,1,Chrome,desktop,0,Macintosh,16,14,0,referral,8
5.50661E+17,Referral,0,16.5,2,Chrome,desktop,0,Macintosh,12.5,10.5,0,referral,8
5.51931E+17,Referral,0,17,2,Chrome,desktop,0,Macintosh,11.5,9.5,0,referral,8
5.52165E+17,Referral,0,16,1,Chrome,desktop,0,Linux,29,22,0,referral,3
5.53038E+17,Organic Search,0,12,1,Chrome,desktop,0,Macintosh,22,18,0,organic,1
5.53274E+17,Direct,0,5,1,Chrome,desktop,0,Macintosh,18,15,0,(none),1
5.53369E+17,Referral,0,18,5,Chrome,desktop,0,Macintosh,17,12,0,referral,5
5.53904E+17,Direct,0.333333333,19,9,Chrome,mobile,1,Android,3,3,0.222222222,(none),0
5.5442E+17,Direct,1,2.5,2,Chrome,desktop,0,Macintosh,39,32.5,0,(none),7
5.54532E+17,Organic Search,1,2,3,Chrome,desktop,0,Macintosh,7,7,0.333333333,cpc,2
5.54581E+17,Paid Search,0,22,1,Chrome,desktop,0,Windows,55,44,0,cpc,3
5.54658E+17,Referral,0,16.5,8,Chrome,desktop,0,Windows,6.5,5.5,0.25,referral,6
5.54728E+17,Organic Search,0,2,1,Chrome,desktop,0,Windows,21,19,0,organic,1
5.55043E+17,Referral,0,12,2,Chrome,desktop,0,Macintosh,17,14.5,0,referral,8
5.5506E+17,Organic Search,0,19,1,Chrome,desktop,0,Windows,57,27,0,organic,3
5.55791E+17,Direct,0,17,3,Chrome,desktop,0,Linux,22,17,0,(none),8
5.56556E+17,Referral,0,11,2,Chrome,desktop,0,Macintosh,12.5,12,0,referral,8
5.57042E+17,Referral,0,20,3,Chrome,desktop,0,Macintosh,21,13,0,referral,8
5.57268E+17,Direct,1,21,1,Chrome,mobile,1,Android,24,24,0,(none),4
5.60046E+17,Organic Search,0,19.5,6,Chrome,desktop,0,Chrome OS,14,11,0,organic,5
5.60278E+17,Referral,0.142857143,6,7,Chrome,desktop,0,Chrome OS,5,4,0.428571429,referral,6
5.60684E+17,Paid Search,0,17,1,Chrome,desktop,0,Chrome OS,189,121,0,cpc,3
5.60805E+17,Referral,0,9,2,Chrome,desktop,0,Windows,48,34.5,0,referral,1
5.61827E+17,Organic Search,0.25,20,4,Chrome,desktop,0,Macintosh,4,4,0.5,organic,6
5.62303E+17,Referral,0,21,5,Chrome,desktop,0,Linux,14,13,0,referral,8
5.62326E+17,Referral,0,16,3,Chrome,desktop,0,Macintosh,13,11,0,referral,8
5.6349E+17,Referral,0,21,1,Chrome,desktop,0,Macintosh,21,18,0,referral,8
5.63963E+17,Direct,0,15,44,Chrome,desktop,0,Windows,6,6,0.181818182,(none),6
5.64133E+17,Referral,0.25,13.5,4,Chrome,desktop,0,Macintosh,5,4,0,referral,5
5.65057E+17,Organic Search,0.222222222,12,9,Chrome,desktop,0,Macintosh,2,1,0.444444444,organic,6
5.65288E+17,Referral,0.2,2,5,Chrome,desktop,0,Macintosh,11,9,0,referral,5
5.66055E+17,Organic Search,0,19,2,Chrome,desktop,0,Windows,54.5,40,0,organic,3
5.66233E+17,Referral,0.444444444,14,9,Chrome,desktop,0,Macintosh,13,11,0.111111111,referral,2
5.66269E+17,Referral,1,1,1,Chrome,desktop,0,Chrome OS,79,57,0,referral,7
5.66709E+17,Referral,0,1,1,Chrome,desktop,0,Macintosh,24,22,0,referral,1
5.67115E+17,Referral,0,16,2,Chrome,desktop,0,Macintosh,10.5,9.5,0.5,referral,2
5.67258E+17,Referral,0.5,15.5,2,Chrome,desktop,0,Macintosh,11.5,10,0.5,referral,2
5.6727E+17,Organic Search,0,6,3,Chrome,desktop,0,Windows,49,38,0.333333333,organic,1
5.68625E+17,Organic Search,1,5,1,Chrome,desktop,0,Macintosh,43,36,0,organic,7
5.69357E+17,Referral,0,4,3,Chrome,desktop,0,Macintosh,5,5,0.333333333,referral,6
5.69753E+17,Referral,0,21,5,Chrome,desktop,0,Linux,8,8,0.2,referral,2
5.70124E+17,Direct,0,18,2,Chrome,desktop,0,Macintosh,9.5,7.5,0,(none),8
5.72136E+17,Direct,1,7,1,Firefox,desktop,0,Macintosh,22,20,0,(none),7
5.72741E+17,Referral,0,10.5,4,Chrome,desktop,0,Macintosh,30,22.5,0,referral,1
5.73508E+17,Referral,0,0,1,Chrome,desktop,0,Windows,40,33,0,referral,1
5.73753E+17,Organic Search,0,3,1,Internet Explorer,desktop,0,Windows,33,29,0,organic,1
5.73792E+17,Referral,1,3,2,Chrome,desktop,0,Macintosh,14,13,0.5,referral,2
5.73944E+17,Referral,0,22,1,Chrome,desktop,0,Windows,25,21,0,referral,8
5.74149E+17,Referral,0,4,1,Chrome,desktop,0,Linux,63,46,0,referral,1
5.74547E+17,Referral,0.25,11.5,4,Chrome,desktop,0,Macintosh,11,9,0,referral,5
5.75144E+17,Referral,0.666666667,19,3,Chrome,desktop,0,Macintosh,9,9,0,referral,5
5.75604E+17,Referral,0,2.5,2,Chrome,desktop,0,Macintosh,17,13.5,0,referral,1
5.76963E+17,Referral,0.5,9.5,2,Chrome,desktop,0,Windows,23,18.5,0,referral,7
5.7743E+17,Organic Search,0,18,1,Chrome,desktop,0,Windows,19,19,0,organic,8
5.77573E+17,Referral,0,1,3,Chrome,desktop,0,Macintosh,24,19,0,referral,1
5.777E+17,Organic Search,0.4,18,5,Safari,mobile,1,iOS,12,6,0.2,organic,0
5.79022E+17,Referral,0,23,1,Chrome,desktop,0,Macintosh,28,27,0,referral,3
5.79326E+17,Referral,0,17,1,Chrome,desktop,0,Macintosh,29,24,0,referral,3
5.82129E+17,Organic Search,0,9,2,Chrome,desktop,0,Windows,19,16.5,0,organic,1
5.82369E+17,Direct,0,17,2,Safari,tablet,1,iOS,30.5,20,0,(none),4
5.8256E+17,Organic Search,0,21,1,Chrome,mobile,1,Android,57,45,0,organic,4
5.82616E+17,Organic Search,0,0,1,Chrome,desktop,0,Linux,37,30,0,organic,1
5.82675E+17,Referral,0.5,18.5,2,Chrome,desktop,0,Macintosh,43.5,29.5,0,referral,7
5.83166E+17,Organic Search,0.333333333,22,3,Chrome,desktop,0,Macintosh,12,7,0,organic,5
5.84234E+17,Referral,0,22.5,2,Chrome,desktop,0,Macintosh,8.5,7,0.5,referral,2
5.86022E+17,Referral,0.666666667,15,3,Chrome,desktop,0,Macintosh,53,38,0,referral,7
5.87124E+17,Referral,0,16.5,2,Chrome,desktop,0,Macintosh,29,25.5,0,referral,8
5.87845E+17,Referral,0,18,3,Chrome,desktop,0,Linux,11,11,0,referral,8
5.87886E+17,Organic Search,0,15,1,Chrome,desktop,0,Windows,54,43,0,organic,3
5.8892E+17,Referral,1,1,1,Chrome,desktop,0,Macintosh,14,14,0,referral,7
5.89244E+17,Organic Search,0,3.5,2,Chrome,desktop,0,Windows,42,34,0,organic,1
5.89823E+17,Direct,0,22,1,Chrome,desktop,0,Windows,16,15,0,(none),8
5.89967E+17,Direct,0.095238095,16,21,Chrome,desktop,0,Macintosh,6,6,0.047619048,(none),6
5.90095E+17,Direct,1,2,1,Safari,mobile,1,iOS,31,21,0,(none),4
5.91513E+17,Organic Search,0,16,1,Chrome,desktop,0,Windows,15,13,0,organic,8
5.91773E+17,Organic Search,0,22,2,Edge,desktop,0,Windows,11,8.5,0,organic,8
5.91821E+17,Organic Search,0.25,20.5,4,Chrome,desktop,0,Macintosh,34.5,23.5,0,organic,7
5.92467E+17,Organic Search,0,3.5,2,Safari,mobile,1,iOS,15,13.5,0,organic,4
5.93565E+17,Organic Search,0,14.5,2,Chrome,desktop,0,Windows,15,12,0,organic,8
5.94023E+17,Organic Search,0.75,19.5,4,Chrome,mobile,1,Android,4,4,0.25,organic,0
5.94032E+17,Referral,0.4,15,5,Chrome,desktop,0,Macintosh,13,12,0,referral,5
5.94512E+17,Referral,1,4,1,Chrome,desktop,0,Macintosh,39,28,0,referral,7
5.94563E+17,Organic Search,1,16.5,2,Safari,tablet,1,iOS,29.5,23,0,organic,4
5.94824E+17,Referral,0,18.5,4,Chrome,desktop,0,Macintosh,26.5,12,0,referral,8
5.94875E+17,Direct,0.25,17,4,Chrome,desktop,0,Macintosh,4,3,0.5,(none),6
5.96169E+17,Organic Search,1,22,1,Safari,mobile,1,iOS,37,30,0,organic,4
5.96895E+17,Organic Search,0.454545455,18,22,Chrome,desktop,0,Windows,9.5,9.5,0.045454545,organic,5
5.97489E+17,Organic Search,0.5,17.5,6,Chrome,desktop,0,Macintosh,16,12.5,0,organic,7
5.98118E+17,Referral,1,19,1,Chrome,desktop,0,Windows,36,18,0,referral,7
5.98195E+17,Organic Search,1,10.5,2,Chrome,desktop,0,Macintosh,27,22,0.5,organic,7
5.98477E+17,Paid Search,0,17,5,Chrome,desktop,0,Macintosh,8,6,0.4,cpc,6
5.99111E+17,Referral,0.125,17.5,8,Chrome,desktop,0,Macintosh,14.5,11.5,0.125,referral,2
6.00238E+17,Referral,0,0,1,Chrome,desktop,0,Windows,64,49,0,referral,1
6.01115E+17,Organic Search,1,10,1,Chrome,desktop,0,Macintosh,47,38,0,organic,7
6.01161E+17,Direct,0.5,19,2,Chrome,desktop,0,Windows,21.5,18.5,0,(none),7
6.01406E+17,Referral,0,18,3,Chrome,desktop,0,Macintosh,5,5,0.333333333,referral,6
6.02051E+17,Direct,0,14,1,Chrome,desktop,0,Macintosh,16,15,0,(none),8
6.02461E+17,Organic Search,0,7,1,Chrome,desktop,0,Windows,31,25,0,organic,1
6.02865E+17,Organic Search,0,14,3,Internet Explorer,desktop,0,Windows,6,6,0.333333333,organic,6
6.03507E+17,Referral,0,19,5,Chrome,desktop,0,Macintosh,17,17,0,referral,8
6.04315E+17,Organic Search,0,13,1,Chrome,desktop,0,Chrome OS,30,27,0,organic,1
6.04366E+17,Referral,0.333333333,19,3,Chrome,desktop,0,Macintosh,6,4,0,referral,5
6.05299E+17,Paid Search,0,20,2,Chrome,desktop,0,Windows,15.5,13,0,cpc,8
6.05583E+17,Referral,0,3,1,Chrome,desktop,0,Macintosh,17,17,0,referral,1
6.06735E+17,Referral,0,15,3,Chrome,desktop,0,Macintosh,15,10,0,referral,8
6.08133E+17,Organic Search,0,1,1,Chrome,desktop,0,Windows,18,16,0,organic,1
6.08915E+17,Referral,0,18,17,Chrome,desktop,0,Chrome OS,23,18,0.058823529,referral,2
6.11184E+17,Referral,0,3,3,Chrome,desktop,0,Macintosh,29,21,0,referral,1
6.11556E+17,Referral,0,17.5,8,Chrome,desktop,0,Macintosh,22.5,17.5,0.25,referral,2
